row_id,customer_id,snapshot_date,region,plan_type,acquisition_channel,autopay,tenure_months,monthly_fee,usage_hours_30d,usage_change_90d,support_tickets_90d,late_payments_6m,satisfaction_score,days_since_last_login,network_incidents_30d,leaked_churn_score,retention_offer_result_14d,churn_30d
S20260728-0006041,C00042,2024-06-01,south,standard,organic,yes,50,46.970000,57.695000,-0.079100,0,0,2.780000,1.760000,1,0.103300,no_contact,0
S20260728-0000674,C00675,2024-01-01,west,basic,,yes,1,25.820000,27.438000,-0.023600,0,0,1.590000,3.920000,0,0.095900,no_contact,0
S20260728-0001417,C00218,2024-02-01,east,basic,referral,yes,17,29.090000,9.449000,,0,0,3.690000,11.310000,1,0.143300,accepted_offer,0
S20260728-0007666,C00467,2024-07-01,north,standard,referral,yes,51,49.320000,25.354000,0.002700,1,0,3.160000,5.450000,1,0.071000,accepted_offer,0
S20260728-0001236,C00037,2024-02-01,south,standard,advertising,yes,26,49.550000,26.328000,-0.195200,2,0,3.320000,16.620000,2,0.000700,no_contact,0
S20260728-0006179,C00180,2024-06-01,west,basic,organic,no,33,28.680000,47.990000,-0.090800,0,0,4.130000,8.960000,0,0.073400,no_contact,0
S20260728-0004555,C00956,2024-04-01,north,standard,advertising,yes,14,50.170000,32.034000,,2,0,3.300000,1.740000,0,0.007300,no_contact,0
S20260728-0005344,C00545,2024-05-01,north,standard,referral,yes,39,49.300000,67.287000,-0.086400,0,0,3.440000,4.560000,0,0.141900,accepted_offer,0
S20260728-0005084,C00285,2024-05-01,east,basic,,no,19,29.830000,14.677000,-0.363100,1,0,4.570000,17.830000,0,0.089900,no_contact,0
S20260728-0001833,C00634,2024-02-01,east,basic,partner,no,34,29.520000,12.153000,-0.067900,0,0,2.880000,4.220000,0,0.069600,no_contact,0
S20260728-0002829,C00430,2024-03-01,east,basic,referral,no,17,26.640000,24.723000,-0.302700,3,1,2.740000,20.930000,0,0.000000,no_contact,0
S20260728-0008400,C00001,2024-08-01,east,standard,partner,yes,29,49.460000,17.250000,0.008300,0,0,2.990000,2.470000,0,0.063800,no_contact,0
S20260728-0009576,C01177,2024-08-01,north,premium,advertising,no,33,75.360000,14.039000,0.168100,0,0,2.510000,1.420000,1,0.131100,no_contact,0
S20260728-0007295,C00096,2024-07-01,south,standard,organic,yes,30,50.230000,16.626000,-0.095900,0,0,2.990000,4.400000,2,0.014200,no_contact,0
S20260728-0004000,C00401,2024-04-01,north,basic,organic,yes,18,30.020000,39.861000,-0.040900,0,0,3.020000,9.990000,1,0.098900,accepted_offer,0
S20260728-0004043,C00444,2024-04-01,west,standard,advertising,no,44,51.490000,15.038000,-0.030600,0,1,3.980000,8.460000,1,0.079400,accepted_offer,0
S20260728-0005652,C00853,2024-05-01,south,basic,referral,yes,44,29.110000,,-0.084200,0,0,3.040000,7.260000,0,0.151900,no_contact,0
S20260728-0001976,C00777,2024-02-01,south,premium,advertising,yes,21,77.730000,,0.078000,0,0,3.650000,12.140000,1,0.000000,no_contact,0
S20260728-0007244,C00045,2024-07-01,north,standard,advertising,no,24,52.770000,18.207000,-0.162000,0,0,3.450000,4.400000,0,0.124400,accepted_offer,0
S20260728-0000775,C00776,2024-01-01,west,standard,,yes,19,50.110000,35.871000,-0.001200,1,1,3.760000,3.280000,1,0.035300,no_contact,0
S20260728-0006286,C00287,2024-06-01,east,standard,partner,no,11,50.110000,21.351000,-0.249700,1,1,2.770000,7.790000,2,0.000000,accepted_offer,0
S20260728-0005623,C00824,2024-05-01,east,basic,organic,yes,11,27.940000,26.079000,0.138700,0,0,3.890000,7.140000,1,0.097200,no_contact,0
S20260728-0002729,C00330,2024-03-01,north,premium,organic,yes,41,79.670000,40.654000,0.278300,0,0,4.850000,6.020000,0,0.070500,no_contact,0
S20260728-0009348,C00949,2024-08-01,north,premium,advertising,no,55,79.650000,,,0,1,4.440000,7.040000,2,0.028300,no_contact,0
S20260728-0004985,C00186,2024-05-01,north,basic,organic,yes,17,28.080000,31.861000,-0.238200,0,0,3.760000,19.540000,0,0.085900,no_contact,0
S20260728-0002296,C01097,2024-02-01,east,standard,partner,yes,6,51.640000,25.542000,-0.077900,1,0,2.680000,8.350000,1,0.126500,no_contact,0
S20260728-0005614,C00815,2024-05-01,north,basic,organic,yes,35,29.080000,10.799000,-0.055900,0,0,4.220000,0.310000,0,0.077100,no_contact,0
S20260728-0005945,C01146,2024-05-01,east,standard,partner,yes,46,50.410000,20.467000,-0.378400,3,0,3.610000,13.520000,2,0.128500,no_contact,0
S20260728-0006443,C00444,2024-06-01,west,standard,advertising,no,46,50.580000,8.086000,-0.228600,0,0,4.480000,9.840000,1,0.026300,no_contact,0
S20260728-0004165,C00566,2024-04-01,west,premium,partner,yes,40,76.380000,35.596000,0.044500,1,0,4.410000,8.230000,0,0.200100,no_contact,0
S20260728-0007579,C00380,2024-07-01,north,basic,referral,yes,17,25.560000,14.481000,-0.122600,0,0,4.020000,2.060000,0,0.068500,accepted_offer,0
S20260728-0000084,C00085,2024-01-01,south,premium,organic,yes,37,77.480000,23.618000,0.168500,2,0,2.440000,9.330000,2,0.148300,no_contact,0
S20260728-0006025,C00026,2024-06-01,north,standard,partner,yes,31,47.660000,60.188000,0.204600,0,0,3.410000,12.990000,0,0.067300,no_contact,0
S20260728-0003091,C00692,2024-03-01,north,basic,advertising,no,20,28.990000,20.871000,0.032500,0,1,3.710000,8.470000,1,0.175300,no_contact,0
S20260728-0006736,C00737,2024-06-01,south,standard,advertising,yes,23,50.080000,21.479000,-0.273000,0,0,3.060000,12.660000,0,0.111500,no_contact,0
S20260728-0005693,C00894,2024-05-01,west,standard,advertising,yes,49,47.680000,11.690000,0.273700,0,0,,12.300000,0,0.112500,accepted_offer,0
S20260728-0008108,C00909,2024-07-01,south,standard,advertising,yes,19,46.150000,29.222000,0.119600,0,0,4.500000,1.690000,0,0.121500,no_contact,0
S20260728-0000534,C00535,2024-01-01,north,basic,organic,yes,39,27.710000,11.977000,0.111400,0,0,4.220000,8.160000,0,0.006800,accepted_offer,0
S20260728-0005556,C00757,2024-05-01,south,premium,partner,yes,51,82.550000,41.780000,-0.062300,0,0,3.320000,9.240000,0,0.150900,accepted_offer,0
S20260728-0009196,C00797,2024-08-01,north,standard,advertising,no,41,50.380000,19.148000,,2,0,2.910000,10.630000,2,0.065200,no_contact,0
S20260728-0006976,C00977,2024-06-01,north,standard,organic,no,8,47.360000,13.746000,0.093500,0,1,3.770000,4.410000,0,0.035900,no_contact,0
S20260728-0006431,C00432,2024-06-01,north,standard,organic,yes,27,48.220000,26.560000,-0.212800,0,0,4.600000,10.930000,0,0.042400,no_contact,0
S20260728-0006125,C00126,2024-06-01,east,standard,advertising,yes,31,46.680000,34.524000,-0.033000,0,0,3.340000,4.930000,1,0.084500,no_contact,0
S20260728-0000742,C00743,2024-01-01,west,basic,organic,yes,6,33.080000,50.616000,0.107800,1,0,4.210000,7.270000,1,0.109000,no_contact,0
S20260728-0007876,C00677,2024-07-01,east,basic,referral,no,29,29.270000,22.753000,-0.374200,3,0,2.020000,9.110000,2,0.104100,no_contact,0
S20260728-0003800,C00201,2024-04-01,north,standard,partner,no,47,45.050000,16.923000,-0.089300,4,0,2.410000,2.650000,3,0.084900,accepted_offer,0
S20260728-0006151,C00152,2024-06-01,south,standard,advertising,no,43,50.220000,31.243000,-0.117100,0,0,2.290000,11.720000,0,0.822400,cancelled,1
S20260728-0003437,C01038,2024-03-01,west,basic,advertising,yes,38,30.060000,18.945000,0.113900,1,0,2.580000,3.450000,0,0.818700,cancelled,1
S20260728-0002564,C00165,2024-03-01,north,basic,advertising,yes,34,31.570000,,,0,0,2.790000,7.320000,1,0.893700,cancelled,1
S20260728-0001162,C01163,2024-01-01,north,basic,organic,yes,23,29.200000,14.032000,-0.217100,1,0,2.950000,7.720000,0,0.075800,no_contact,0
S20260728-0003155,C00756,2024-03-01,east,basic,advertising,yes,13,29.170000,55.365000,-0.009200,0,0,4.400000,13.680000,0,0.024800,no_contact,0
S20260728-0008715,C00316,2024-08-01,west,standard,organic,yes,55,47.160000,10.140000,,2,0,2.670000,6.600000,1,0.089100,no_contact,0
S20260728-0000152,C00153,2024-01-01,north,standard,partner,no,47,49.790000,22.321000,,0,0,4.730000,3.890000,0,0.000000,no_contact,0
S20260728-0000337,C00338,2024-01-01,west,basic,advertising,yes,39,30.690000,17.794000,0.166900,2,0,2.740000,18.600000,1,0.017400,accepted_offer,0
S20260728-0003743,C00144,2024-04-01,west,basic,organic,no,29,28.610000,20.300000,-0.180200,0,0,3.590000,21.900000,1,0.046900,no_contact,0
S20260728-0008703,C00304,2024-08-01,south,standard,organic,no,37,46.880000,39.683000,-0.041600,0,0,3.240000,4.760000,0,0.040600,no_contact,0
S20260728-0003222,C00823,2024-03-01,north,premium,advertising,no,20,78.560000,8.459000,-0.421200,3,0,,12.130000,1,0.104000,no_contact,0
S20260728-0001126,C01127,2024-01-01,south,standard,advertising,yes,47,45.320000,7.639000,-0.195400,2,0,4.030000,4.290000,2,0.113800,accepted_offer,0
S20260728-0001142,C01143,2024-01-01,south,standard,organic,yes,4,47.150000,20.324000,0.308200,0,0,3.740000,2.670000,0,0.064600,no_contact,0
S20260728-0006147,C00148,2024-06-01,east,standard,organic,yes,31,49.270000,13.127000,0.086900,0,1,4.510000,8.520000,0,0.000000,no_contact,0
S20260728-0009158,C00759,2024-08-01,south,premium,advertising,yes,12,78.300000,,-0.122900,0,1,3.470000,8.280000,1,0.140000,no_contact,0
S20260728-0006091,C00092,2024-06-01,west,standard,partner,yes,8,51.200000,39.350000,-0.048000,0,0,3.970000,13.680000,0,0.045900,accepted_offer,0
S20260728-0009585,C01186,2024-08-01,west,standard,partner,yes,51,50.860000,14.266000,-0.041000,0,0,2.660000,9.290000,2,0.106200,no_contact,0
S20260728-0005847,C01048,2024-05-01,west,basic,,no,20,25.220000,18.633000,-0.237400,0,1,3.880000,6.570000,1,0.135200,no_contact,0
S20260728-0008659,C00260,2024-08-01,west,basic,advertising,yes,41,28.810000,28.263000,-0.136600,0,0,3.990000,6.320000,0,0.121000,no_contact,0
S20260728-0001762,C00563,2024-02-01,east,standard,advertising,yes,32,49.970000,16.285000,0.030600,0,0,3.940000,7.090000,0,0.076200,accepted_offer,0
S20260728-0005886,C01087,2024-05-01,east,basic,partner,yes,23,29.930000,16.937000,-0.197700,0,0,3.370000,4.720000,0,0.092300,no_contact,0
S20260728-0000812,C00813,2024-01-01,west,basic,organic,yes,12,28.290000,4.573000,-0.318100,2,0,3.540000,5.570000,1,0.136300,no_contact,0
S20260728-0003343,C00944,2024-03-01,north,premium,advertising,yes,7,80.970000,407.340000,-0.026100,0,0,2.520000,10.860000,1,0.120700,no_contact,0
S20260728-0007459,C00260,2024-07-01,west,basic,advertising,yes,40,26.670000,30.831000,-0.214000,0,0,4.440000,1.760000,0,0.142200,no_contact,0
S20260728-0003700,C00101,2024-04-01,south,basic,organic,no,41,24.400000,54.315000,-0.237100,0,0,,10.820000,1,0.008900,no_contact,0
S20260728-0005282,C00483,2024-05-01,north,basic,advertising,yes,14,27.340000,27.895000,0.198300,0,0,2.840000,3.510000,0,0.106300,no_contact,0
S20260728-0002980,C00581,2024-03-01,south,basic,advertising,yes,49,29.350000,28.154000,0.052200,0,0,4.090000,3.250000,2,0.052500,accepted_offer,0
S20260728-0002711,C00312,2024-03-01,north,standard,referral,no,34,47.320000,59.099000,0.016400,0,0,3.960000,6.140000,0,0.071400,no_contact,0
S20260728-0000544,C00545,2024-01-01,north,standard,,yes,35,47.550000,77.435000,0.030000,1,0,3.250000,13.520000,0,0.148000,no_contact,0
S20260728-0007228,C00029,2024-07-01,east,standard,organic,yes,12,50.930000,26.674000,-0.281400,2,0,3.490000,12.870000,1,0.920400,retained_after_offer,1
S20260728-0002960,C00561,2024-03-01,south,standard,referral,yes,25,52.040000,9.626000,-0.258100,1,0,3.820000,18.790000,1,0.097200,no_contact,0
S20260728-0008376,C01177,2024-07-01,north,premium,advertising,no,32,80.560000,12.969000,-0.065600,0,1,2.540000,12.930000,0,0.000000,no_contact,0
S20260728-0000424,C00425,2024-01-01,north,basic,organic,yes,2,29.740000,258.046000,-0.277300,4,0,1.550000,6.500000,1,0.912800,retained_after_offer,1
S20260728-0002375,C01176,2024-02-01,east,basic,organic,no,6,29.580000,13.748000,-0.148800,1,0,3.130000,2.120000,0,0.000000,no_contact,0
S20260728-0001016,C01017,2024-01-01,north,basic,advertising,no,42,31.010000,29.858000,-0.274600,0,1,,8.900000,1,0.075400,no_contact,0
S20260728-0005244,C00445,2024-05-01,north,basic,partner,yes,30,28.670000,75.155000,-0.000800,0,0,3.790000,9.360000,0,0.033100,no_contact,0
S20260728-0001420,C00221,2024-02-01,east,basic,organic,yes,39,31.440000,62.545000,0.044500,0,0,4.040000,24.240000,0,0.000000,no_contact,0
S20260728-0007577,C00378,2024-07-01,east,premium,referral,yes,47,81.290000,22.117000,-0.025300,3,0,3.110000,11.920000,1,0.143400,no_contact,0
S20260728-0005711,C00912,2024-05-01,west,standard,organic,no,31,49.720000,28.494000,-0.275300,2,1,3.530000,11.470000,0,0.870200,cancelled,1
S20260728-0002147,C00948,2024-02-01,east,premium,organic,no,20,72.230000,31.201000,,0,0,3.480000,19.260000,1,0.013300,no_contact,0
S20260728-0002103,C00904,2024-02-01,south,standard,,no,35,48.120000,12.071000,-0.185800,0,0,3.400000,0.860000,0,0.051400,no_contact,0
S20260728-0008694,C00295,2024-08-01,west,premium,partner,yes,13,78.940000,39.033000,0.083300,1,0,4.190000,3.590000,0,0.077600,no_contact,0
S20260728-0006808,C00809,2024-06-01,west,basic,organic,yes,52,32.630000,15.622000,-0.495000,1,0,1.500000,11.240000,0,0.816500,cancelled,1
S20260728-0009334,C00935,2024-08-01,south,basic,partner,no,47,27.170000,36.557000,-0.063400,4,0,,9.730000,2,0.867100,retained_after_offer,1
S20260728-0004333,C00734,2024-04-01,south,basic,partner,yes,11,29.740000,5.073000,0.064900,1,0,3.660000,5.560000,1,0.032800,no_contact,0
S20260728-0005328,C00529,2024-05-01,west,basic,partner,yes,8,29.050000,4.784000,-0.180700,1,0,3.220000,3.090000,2,0.064700,no_contact,0
S20260728-0003209,C00810,2024-03-01,east,standard,advertising,yes,13,49.230000,17.268000,-0.099800,1,0,2.300000,11.310000,0,0.130800,no_contact,0
S20260728-0006818,C00819,2024-06-01,north,basic,organic,yes,49,32.950000,21.888000,0.022900,1,0,4.240000,2.170000,1,0.060300,no_contact,0
S20260728-0002348,C01149,2024-02-01,north,standard,partner,yes,43,51.570000,39.651000,-0.011500,1,0,3.050000,8.660000,2,0.089900,no_contact,0
S20260728-0007637,C00438,2024-07-01,south,basic,organic,yes,34,27.560000,83.565000,-0.043200,1,0,2.640000,12.370000,2,0.112600,no_contact,0
S20260728-0003973,C00374,2024-04-01,south,premium,organic,yes,13,77.240000,54.866000,0.109900,1,0,2.560000,1.840000,1,0.217400,no_contact,0
S20260728-0008109,C00910,2024-07-01,south,basic,referral,no,7,30.550000,21.314000,-0.519200,5,1,1.740000,13.880000,3,0.916900,retained_after_offer,1
S20260728-0009189,C00790,2024-08-01,east,basic,organic,yes,20,30.340000,11.079000,-0.393600,0,0,4.640000,19.230000,0,0.000000,no_contact,0
S20260728-0003508,C01109,2024-03-01,south,standard,organic,yes,50,45.710000,9.724000,-0.023500,1,0,2.490000,3.400000,1,0.076000,no_contact,0
S20260728-0006328,C00329,2024-06-01,south,standard,,yes,31,46.510000,7.540000,-0.209800,1,0,2.280000,7.160000,1,0.143700,no_contact,0
S20260728-0004368,C00769,2024-04-01,east,standard,partner,yes,51,45.480000,14.781000,-0.050000,0,0,2.750000,7.480000,0,0.000000,no_contact,0
S20260728-0001206,C00007,2024-02-01,east,premium,organic,yes,32,75.710000,,0.099500,0,1,4.080000,4.690000,0,0.000000,no_contact,0
S20260728-0006158,C00159,2024-06-01,south,standard,partner,yes,49,48.880000,42.635000,-0.225900,1,0,3.420000,7.070000,0,0.108600,no_contact,0
S20260728-0007559,C00360,2024-07-01,west,basic,organic,yes,29,28.510000,14.680000,-0.163700,0,0,3.670000,5.580000,1,0.000000,no_contact,0
S20260728-0001717,C00518,2024-02-01,south,basic,organic,no,28,26.740000,53.727000,0.248800,0,0,2.070000,5.270000,0,0.808200,cancelled,1
S20260728-0005752,C00953,2024-05-01,south,standard,advertising,yes,36,49.390000,4.115000,-0.002300,1,0,4.370000,12.030000,0,0.040800,no_contact,0
S20260728-0008219,C01020,2024-07-01,east,standard,organic,yes,7,49.540000,3.162000,-0.151400,0,0,4.650000,6.610000,0,0.102100,accepted_offer,0
S20260728-0006047,C00048,2024-06-01,north,premium,organic,no,51,78.320000,7.231000,-0.487500,2,0,3.580000,12.970000,1,0.851100,cancelled,1
S20260728-0000895,C00896,2024-01-01,north,premium,referral,yes,35,83.300000,25.063000,-0.230900,1,0,2.630000,3.520000,2,0.115900,no_contact,0
S20260728-0000997,C00998,2024-01-01,south,standard,organic,no,6,48.370000,54.835000,-0.174400,0,1,4.230000,6.960000,0,0.005200,no_contact,0
S20260728-0006572,C00573,2024-06-01,north,standard,organic,yes,34,48.330000,,-0.158400,0,0,3.560000,6.050000,1,0.000000,no_contact,0
S20260728-0001970,C00771,2024-02-01,west,standard,partner,no,24,50.200000,74.724000,-0.139600,1,0,2.760000,2.470000,1,0.176200,no_contact,0
S20260728-0006914,C00915,2024-06-01,north,basic,partner,yes,48,27.630000,,-0.184900,1,0,3.810000,5.900000,1,0.158200,no_contact,0
S20260728-0002247,C01048,2024-02-01,west,basic,advertising,no,17,28.970000,28.033000,0.162900,0,1,3.870000,6.930000,0,0.000000,no_contact,0
S20260728-0008808,C00409,2024-08-01,west,standard,organic,yes,32,46.050000,12.244000,-0.341700,1,0,4.390000,12.780000,1,0.054800,accepted_offer,0
S20260728-0002906,C00507,2024-03-01,south,basic,organic,yes,30,30.960000,37.983000,-0.073900,0,0,4.120000,3.250000,1,0.022600,no_contact,0
S20260728-0000422,C00423,2024-01-01,east,basic,,no,6,26.780000,27.198000,0.114500,0,0,2.830000,7.850000,0,0.056400,no_contact,0
S20260728-0002688,C00289,2024-03-01,south,basic,partner,no,35,27.050000,2.242000,-0.286800,0,0,3.970000,18.960000,0,0.174500,no_contact,0
S20260728-0003088,C00689,2024-03-01,north,standard,organic,no,32,48.400000,33.684000,-0.168800,1,0,3.490000,7.570000,2,0.000000,no_contact,0
S20260728-0003531,C01132,2024-03-01,south,standard,advertising,no,21,49.980000,15.892000,-0.012100,0,1,3.710000,3.570000,0,0.000000,no_contact,0
S20260728-0008763,C00364,2024-08-01,east,premium,partner,no,41,76.350000,,-0.007400,2,0,3.000000,6.300000,1,0.186200,no_contact,0
S20260728-0007969,C00770,2024-07-01,south,premium,organic,no,53,78.690000,28.618000,,0,1,4.040000,9.380000,0,0.030100,accepted_offer,0
S20260728-0003373,C00974,2024-03-01,south,basic,partner,no,14,27.790000,22.801000,-0.222700,0,0,3.220000,2.960000,0,0.021100,accepted_offer,0
S20260728-0007071,C01072,2024-06-01,north,basic,advertising,no,42,27.940000,5.176000,-0.100000,0,0,3.700000,4.770000,0,0.000000,no_contact,0
S20260728-0006647,C00648,2024-06-01,south,standard,organic,yes,7,49.070000,,-0.246500,0,0,3.250000,2.910000,0,0.110400,no_contact,0
S20260728-0001658,C00459,2024-02-01,north,basic,referral,no,8,32.170000,,-0.048400,0,0,3.240000,10.370000,1,0.037700,no_contact,0
S20260728-0006474,C00475,2024-06-01,north,standard,,no,50,47.650000,21.746000,-0.179100,0,0,3.040000,5.440000,0,0.956400,cancelled,1
S20260728-0002416,C00017,2024-03-01,east,premium,referral,no,7,79.800000,32.029000,-0.073700,1,1,3.530000,7.400000,0,0.000900,accepted_offer,0
S20260728-0008757,C00358,2024-08-01,east,standard,advertising,yes,11,48.350000,22.148000,-0.038900,2,0,2.940000,3.550000,2,0.063100,no_contact,0
S20260728-0003584,C01185,2024-03-01,north,standard,partner,yes,7,49.850000,,0.067900,0,0,4.200000,4.910000,1,0.083100,no_contact,0
S20260728-0001861,C00662,2024-02-01,south,basic,organic,yes,28,28.860000,40.118000,0.118300,0,1,5.000000,8.110000,0,0.065300,no_contact,0
S20260728-0007688,C00489,2024-07-01,east,standard,advertising,yes,8,48.230000,20.987000,-0.262400,2,0,2.760000,9.370000,2,0.153100,no_contact,0
S20260728-0006618,C00619,2024-06-01,east,premium,advertising,yes,49,75.060000,31.798000,-0.033800,0,0,2.060000,2.660000,1,0.000000,no_contact,0
S20260728-0002831,C00432,2024-03-01,north,standard,organic,yes,24,48.010000,21.282000,-0.364100,1,1,4.730000,11.380000,0,0.042500,accepted_offer,0
S20260728-0001207,C00008,2024-02-01,south,premium,partner,yes,48,76.910000,,0.143900,0,0,2.870000,12.410000,0,0.057300,no_contact,0
S20260728-0001325,C00126,2024-02-01,east,standard,advertising,yes,27,44.940000,25.704000,-0.291500,1,0,3.390000,9.620000,0,0.046100,no_contact,0
S20260728-0000783,C00784,2024-01-01,north,basic,advertising,yes,12,30.290000,19.968000,-0.179100,5,0,2.490000,4.290000,2,0.110400,accepted_offer,0
S20260728-0002709,C00310,2024-03-01,north,basic,organic,yes,17,28.810000,15.849000,0.034700,0,2,4.120000,14.010000,0,0.080000,accepted_offer,0
S20260728-0008868,C00469,2024-08-01,north,standard,advertising,no,20,45.640000,52.949000,0.000900,0,1,3.520000,7.540000,0,0.077200,no_contact,0
S20260728-0006448,C00449,2024-06-01,south,standard,organic,yes,16,46.460000,5.045000,-0.038700,0,0,3.490000,10.690000,1,0.184100,no_contact,0
S20260728-0007898,C00699,2024-07-01,south,standard,organic,no,51,46.390000,33.438000,,1,0,,7.060000,2,0.183900,no_contact,0
S20260728-0000817,C00818,2024-01-01,north,premium,referral,no,9,80.470000,35.504000,0.031100,0,0,3.700000,1.510000,0,0.049700,no_contact,0
S20260728-0001185,C01186,2024-01-01,west,standard,partner,yes,44,49.640000,10.551000,0.057200,0,0,3.090000,1.690000,0,0.000000,no_contact,0
S20260728-0003169,C00770,2024-03-01,south,premium,organic,no,49,76.000000,54.633000,0.232800,1,0,3.780000,5.820000,1,0.088100,accepted_offer,0
S20260728-0004844,C00045,2024-05-01,north,standard,advertising,no,22,48.510000,17.749000,-0.039100,0,0,3.490000,9.640000,0,0.135700,no_contact,0
S20260728-0003143,C00744,2024-03-01,west,premium,organic,yes,39,79.420000,106.229000,0.142700,1,0,3.170000,8.540000,1,0.056500,no_contact,0
S20260728-0003647,C00048,2024-04-01,north,premium,organic,no,49,77.290000,19.633000,-0.153200,1,0,3.740000,2.480000,0,0.000000,accepted_offer,0
S20260728-0002244,C01045,2024-02-01,south,premium,organic,yes,5,78.870000,29.281000,-0.064000,0,0,4.190000,5.210000,1,0.056700,no_contact,0
S20260728-0007591,C00392,2024-07-01,north,basic,,yes,33,28.010000,15.621000,-0.134200,1,0,4.420000,6.460000,0,0.866400,cancelled,1
S20260728-0001906,C00707,2024-02-01,east,standard,organic,yes,35,47.610000,27.367000,-0.039100,1,0,3.550000,3.410000,1,0.094300,accepted_offer,0
S20260728-0007183,C01184,2024-06-01,north,basic,advertising,yes,9,34.910000,43.068000,-0.066300,1,0,4.480000,7.890000,1,0.900500,cancelled,1
S20260728-0009539,C01140,2024-08-01,north,standard,organic,yes,20,47.420000,23.751000,-0.178400,1,0,4.270000,5.910000,1,0.038600,no_contact,0
S20260728-0007543,C00344,2024-07-01,east,standard,advertising,yes,10,50.920000,29.633000,0.027500,0,0,4.100000,3.750000,0,0.222200,no_contact,0
S20260728-0003177,C00778,2024-03-01,east,basic,organic,yes,20,28.720000,16.741000,0.157900,1,0,3.100000,3.380000,1,0.088700,no_contact,0
S20260728-0003857,C00258,2024-04-01,east,basic,referral,yes,11,29.830000,24.008000,0.330500,0,0,3.090000,5.030000,0,0.036200,no_contact,0
S20260728-0003384,C00985,2024-03-01,west,basic,organic,yes,42,29.620000,46.992000,0.354500,2,0,3.640000,7.590000,1,0.129100,no_contact,0
S20260728-0002965,C00566,2024-03-01,west,premium,partner,yes,39,79.860000,34.773000,0.012000,1,0,3.980000,8.740000,0,0.085900,no_contact,0
S20260728-0007887,C00688,2024-07-01,north,basic,organic,yes,47,25.900000,35.688000,-0.314400,0,0,3.270000,19.650000,0,0.107000,no_contact,0
S20260728-0008221,C01022,2024-07-01,north,premium,organic,yes,36,80.490000,46.971000,-0.154600,1,0,4.150000,5.990000,1,0.000000,no_contact,0
S20260728-0004661,C01062,2024-04-01,east,standard,advertising,yes,19,51.360000,,-0.386600,2,0,3.450000,10.190000,1,0.062400,accepted_offer,0
S20260728-0002573,C00174,2024-03-01,east,basic,advertising,yes,38,28.110000,25.426000,0.521700,0,0,,7.940000,1,0.023600,no_contact,0
S20260728-0009324,C00925,2024-08-01,south,standard,partner,yes,33,52.810000,36.644000,-0.246700,0,1,2.900000,15.920000,1,0.134400,no_contact,0
S20260728-0002909,C00510,2024-03-01,north,standard,partner,yes,45,50.780000,27.749000,-0.382600,0,0,4.130000,7.240000,0,0.958500,cancelled,1
S20260728-0002774,C00375,2024-03-01,north,premium,,yes,10,76.760000,46.236000,0.010000,0,0,,4.920000,2,0.000000,accepted_offer,0
S20260728-0001496,C00297,2024-02-01,north,basic,organic,yes,31,26.710000,41.153000,-0.256300,7,0,,6.500000,2,0.961800,cancelled,1
S20260728-0001598,C00399,2024-02-01,south,standard,partner,no,39,49.000000,25.739000,-0.343000,2,0,3.830000,16.490000,1,0.882700,cancelled,1
S20260728-0004470,C00871,2024-04-01,north,basic,referral,no,4,28.510000,32.606000,,0,1,3.640000,9.580000,0,0.929600,cancelled,1
S20260728-0006790,C00791,2024-06-01,east,standard,partner,yes,21,52.140000,5.436000,-0.083100,2,0,2.150000,13.820000,2,0.935600,cancelled,1
S20260728-0002045,C00846,2024-02-01,north,standard,,yes,43,50.440000,,-0.080500,1,0,2.630000,5.360000,0,0.016700,no_contact,0
S20260728-0000616,C00617,2024-01-01,north,basic,partner,yes,31,28.770000,7.526000,-0.461400,0,0,3.860000,11.310000,0,0.134700,accepted_offer,0
S20260728-0002237,C01038,2024-02-01,west,basic,advertising,yes,37,26.060000,25.133000,0.198000,0,0,3.350000,8.030000,0,0.930300,cancelled,1
S20260728-0006946,C00947,2024-06-01,west,premium,organic,yes,36,74.610000,19.725000,0.037900,0,0,4.200000,4.270000,0,0.204300,no_contact,0
S20260728-0008150,C00951,2024-07-01,south,basic,organic,no,19,28.060000,34.631000,0.039000,1,1,3.490000,4.420000,3,0.914400,cancelled,1
S20260728-0006828,C00829,2024-06-01,west,standard,organic,no,6,48.900000,11.552000,-0.428400,1,0,3.700000,11.900000,1,0.207100,accepted_offer,0
S20260728-0009298,C00899,2024-08-01,north,basic,advertising,yes,24,29.800000,35.189000,-0.135900,0,1,4.110000,4.510000,0,0.082500,no_contact,0
S20260728-0007961,C00762,2024-07-01,south,basic,advertising,no,34,31.440000,38.413000,,0,1,4.170000,7.910000,0,0.050800,no_contact,0
S20260728-0002306,C01107,2024-02-01,north,standard,partner,yes,9,42.010000,29.605000,,1,0,4.200000,5.240000,2,0.127300,no_contact,0
S20260728-0003317,C00918,2024-03-01,east,premium,organic,yes,4,78.250000,35.019000,0.185100,0,0,2.960000,1.830000,0,0.022400,no_contact,0
S20260728-0002270,C01071,2024-02-01,north,basic,,no,35,32.270000,35.039000,0.033600,2,1,2.450000,12.920000,1,0.146600,no_contact,0
S20260728-0001880,C00681,2024-02-01,north,standard,organic,yes,28,48.340000,17.230000,-0.223900,0,0,3.910000,5.020000,1,0.051100,no_contact,0
S20260728-0004631,C01032,2024-04-01,south,basic,advertising,yes,24,30.190000,45.894000,-0.198000,3,0,2.840000,6.750000,3,0.876500,cancelled,1
